trip_id,driver_id,distance_km,fare_amount,timestamp
4f9d54e2-3323-482a-b5eb-3ee1882b457f,59,24.81,50.71,2025-10-22 14:30:28
e5d4893e-3801-4af2-ada5-170a30a6351c,86,6.7,13.51,2025-10-22 14:30:44
1679fa12-67fc-406d-9b4b-17115c46d6d5,57,19.21,33.55,2025-10-22 14:31:00
a350607a-408b-4db8-a352-f0c670af7c06,5,17.52,34.1,2025-10-22 14:31:10
38a99c25-aa4c-4fe7-8e01-dfd02b669349,26,1.18,4.12,2025-10-22 14:31:33
9fefe8d4-40d2-4be6-9112-dd87924cb202,19,18.7,37.11,2025-10-22 14:31:39
a3fe780b-21b4-48d9-b5b3-00331a3fe48a,19,25.8,47.98,2025-10-22 14:31:56
c15c9866-35bb-4db0-9499-6ffdf6c56126,43,48.61,85.81,2025-10-22 14:32:21
862f8dcc-1862-4fde-9519-0097d3275f36,84,35.98,69.79,2025-10-22 14:32:37
105d8a6e-1e7e-4d42-a9db-32dce9a70fb1,97,44.28,83.77,2025-10-22 14:32:41
34a9d217-a201-48b6-a616-b8a4a309c8dc,59,46.88,88.26,2025-10-22 14:33:01
3c18a2fd-6f44-4949-8f78-9263d4f7dab5,88,24.82,49.17,2025-10-22 14:33:15
4e8232c8-4c7b-4482-8b33-b8d75977fe22,85,32.64,65.25,2025-10-22 14:33:27
25775c0c-9c37-4fc5-afd6-99da47dc11d0,53,43.41,77.3,2025-10-22 14:33:32
ef7fb9c7-5840-4b62-b816-397fef59343c,23,42.82,84.57,2025-10-22 14:33:39
8f946920-96dc-4ffb-8dbe-e76721bb6dad,63,30.3,55.23,2025-10-22 14:33:50
c832fefd-5b9c-4c78-9a82-82cd4ffe47ff,66,22.46,44.23,2025-10-22 14:33:56
8d820480-2282-4e58-b25d-47057fdcd1fe,30,38.92,73.26,2025-10-22 14:34:03
47a83770-4c9a-494e-bfb5-c476843ed829,77,23.51,45.23,2025-10-22 14:34:09
937771b2-dc8c-4af6-9282-fa06a4bac38b,67,22.56,41.93,2025-10-22 14:34:34
ee3a8b47-7063-477b-8b52-00ac2b57348b,1,14.05,25.1,2025-10-22 14:34:41
d67db5c1-8c9f-463c-9b3d-58a97c483888,73,48.64,94.63,2025-10-22 14:35:06
2393f5ed-edb6-4372-818f-4b2c5d66fb55,3,14.98,27.09,2025-10-22 14:35:14
65651941-3656-4467-9228-d87283996b19,33,36.35,70.99,2025-10-22 14:35:33
83f050e1-6757-4adf-bba5-49da7460e145,64,47.31,84.04,2025-10-22 14:35:57
7adc6ed3-b277-4007-9860-37965e722276,78,37.29,66.8,2025-10-22 14:36:03
68238813-30b6-4204-a664-e388de3a4a46,60,43.96,77.67,2025-10-22 14:36:33
2b9305a2-d75f-4582-8ceb-c5f67d30186d,20,17.51,32.95,2025-10-22 14:36:49
3cd5a89c-f51d-4588-81b0-24fadef3c277,35,2.95,3.65,2025-10-22 14:37:13
27da3382-83d4-4bc3-8039-2d598eab9f22,50,17.99,34.03,2025-10-22 14:37:42
ccd437de-9af9-4fac-aecd-b7dd3aa9c752,26,45.96,89.94,2025-10-22 14:38:07
485e3009-47d0-4ada-9942-a382ce47c500,76,35.69,62.07,2025-10-22 14:38:37
d758093e-a0ee-4fec-8fd0-8b6a5df06e64,49,27.56,53.59,2025-10-22 14:38:42
aad422b4-9c76-47f8-b752-678d298c2ac8,98,41.49,75.48,2025-10-22 14:38:57
92d1bf25-7748-48ed-bf06-635805b3145d,35,11.1,18.34,2025-10-22 14:39:20
2bcb3306-79e3-4ab1-9244-bdb7f796b93c,66,16.14,29.8,2025-10-22 14:39:36
e4cab92b-d8b4-45d3-b608-3a8693207e95,33,34.15,67.17,2025-10-22 14:39:42
a56a2dcf-91b6-447e-9a36-8b834a2ba809,90,36.92,68.13,2025-10-22 14:40:00
5285e43c-f8b2-4823-8873-8fd9eb47050b,15,1.8,2.43,2025-10-22 14:40:17
fa39f0e9-31d1-4d33-acec-330c8da1b75f,90,25.02,44.27,2025-10-22 14:40:34
0571427b-adf7-4c65-8c2e-f6f6f13253ee,77,23.9,42.63,2025-10-22 14:40:40
540a3829-24c9-4a25-8de3-39a67e22a60f,57,3.6,7.72,2025-10-22 14:41:06
c6f466de-f100-4ccf-8ae0-c092a339c25d,16,3.1,6.25,2025-10-22 14:41:21
8d1c3f42-2917-4ca8-9020-3a6e2b395bd1,24,15.72,33.2,2025-10-22 14:41:35
e0e2897d-0dd7-46c9-8333-03a520115850,3,17.73,31.61,2025-10-22 14:41:45
aa714d98-9b28-40ca-8a6c-f78d9d4f55c4,99,18.56,39.0,2025-10-22 14:42:12
6d891c58-f4f3-4367-aeca-3c13ff4d36c3,82,42.39,79.89,2025-10-22 14:42:34
cd3e35b6-8cca-4122-989e-4583c5494688,11,4.03,11.02,2025-10-22 14:43:01
e1c04ccd-336f-4ece-8bcf-b3c17257425a,10,28.19,49.84,2025-10-22 14:43:05
62354b9f-279f-473e-b028-51466544a5c6,8,15.05,33.33,2025-10-22 14:43:15
6db1b8cc-5a1a-4c23-a0c9-8125648a0bfe,21,27.45,55.34,2025-10-22 14:43:38
969a108c-5bfe-4bac-8eed-8986a0b11c9e,93,15.7,34.93,2025-10-22 14:43:39
892b56d0-9949-4ee4-841c-7d708a5c2b30,22,36.52,65.96,2025-10-22 14:44:00
744aba0f-89f4-4165-9974-430a4e1e6983,56,9.56,23.56,2025-10-22 14:44:09
d3e6409a-3d4b-4ae8-a3f2-28292cebff6a,79,21.25,41.15,2025-10-22 14:44:29
cae40e70-41e4-44b5-ab42-f4f4593dc51c,51,28.23,49.15,2025-10-22 14:44:46
04109228-f2c2-4bc5-b90f-dad9a3c0dc30,93,35.13,69.7,2025-10-22 14:45:13
2d51567e-c4fe-442e-aeba-d8699709fbaa,21,29.45,59.51,2025-10-22 14:45:27
3c19b6ef-af61-4a6e-b906-2bd2138ea34e,3,18.27,34.1,2025-10-22 14:45:29
aaf20fe8-1326-436a-89ee-bca4dbcc6a66,75,47.51,88.39,2025-10-22 14:45:58
5b6b4144-555f-4f96-af12-a8a166264bfb,44,40.3,70.06,2025-10-22 14:46:14
a77f4f87-a269-4019-96aa-2e49900ee34e,6,26.09,52.38,2025-10-22 14:46:34
35e584bd-5783-41db-b1b4-aff718a9da69,34,48.06,85.99,2025-10-22 14:46:50
2d4d5f5f-92d4-4a80-ab3b-eeebad6b8fb2,83,4.16,12.2,2025-10-22 14:47:17
e3fc6f83-8ddd-4a54-b036-6c94471f3049,40,22.41,46.45,2025-10-22 14:47:43
b64d71f4-010f-44ac-b57a-b2ad154b6eef,43,25.8,48.32,2025-10-22 14:48:10
fcdb98ed-ed45-4078-a23a-7a329bf566b6,45,40.13,77.87,2025-10-22 14:48:28
bd49a58a-40f6-41e9-b822-55d1caa5de56,9,1.83,7.6,2025-10-22 14:48:57
c780257d-3ba8-45b5-aa4c-05af9d20b0d0,78,9.18,18.72,2025-10-22 14:49:14
1715ce7a-d708-4214-ac30-ca7a69d39ce1,98,15.41,30.72,2025-10-22 14:49:22
2952bb26-e4b7-48a2-b6f1-4653706e09f0,82,25.74,50.59,2025-10-22 14:49:42
1a697d47-f87d-4c0f-b9a9-a37f043766c6,25,38.35,72.35,2025-10-22 14:49:46
85531f9c-3a7d-442a-9be9-1d31615b91a6,91,27.37,55.76,2025-10-22 14:49:52
cfa31928-b2a6-4c15-9f2b-3ff411fc2529,89,19.72,36.0,2025-10-22 14:50:18
8981c0e9-65a8-4b57-bbfe-a0c8c0dcab82,41,24.72,45.92,2025-10-22 14:50:37
9175787c-8717-4795-b4ee-2514a3a60da5,25,25.56,51.8,2025-10-22 14:50:42
81080607-e6a2-4207-96e3-0989971a16cc,82,42.18,81.45,2025-10-22 14:51:09
cf36dcc4-1a2a-4e04-acd9-2ca8de7e9b48,88,44.64,82.92,2025-10-22 14:51:31
eb8d56a9-9a15-452f-8d33-5d9bb7f54344,83,27.73,55.25,2025-10-22 14:51:44
cb4498af-aa81-44d6-bf27-8ca95f8d96a5,91,40.91,77.56,2025-10-22 14:51:51
3a451a35-9a7b-4901-b5f4-c397414ee1a0,66,34.86,67.4,2025-10-22 14:51:58
b98ad6d9-98a8-4513-90fe-01bd7ad6f7ec,50,16.35,31.42,2025-10-22 14:52:28
533e67b6-ac16-438b-a631-53d31b1dc214,39,6.74,18.54,2025-10-22 14:52:49
cdc1a258-e203-4330-a064-5063a2e8df39,63,38.58,68.15,2025-10-22 14:53:05
c3db4748-a505-4a54-8372-a80db45592dc,18,44.96,82.8,2025-10-22 14:53:26
c0ecbb7d-e077-4cd1-bc06-66f0fa730ace,6,23.86,47.92,2025-10-22 14:53:41
c13e48da-eec3-4f76-8403-3d467db3b891,60,35.4,65.53,2025-10-22 14:53:49
49507079-495f-4d2f-a414-eefb4b4c2d9e,17,16.15,27.51,2025-10-22 14:53:59
88c79e7f-e141-48fe-8bad-bf2f71d67c97,88,42.82,81.49,2025-10-22 14:54:11
4f1c21e1-efbd-4fdb-809c-3e0585654582,52,4.82,12.85,2025-10-22 14:54:23
b6b8552e-4476-455c-ab17-b1d0bf23fab9,7,42.45,80.53,2025-10-22 14:54:43
1694d70b-2da4-4e0b-b26d-3418f6a85cc5,16,15.06,27.59,2025-10-22 14:55:04
5417e6ab-20b6-4c0a-9c67-d90ac1383ffa,56,4.47,12.85,2025-10-22 14:55:13
a161bded-051d-4f1a-be3d-bc10ef24c322,75,9.17,16.31,2025-10-22 14:55:40
5d666a0e-71a4-4838-8706-24fb165723dc,96,3.64,6.79,2025-10-22 14:55:52
89020ffb-14c8-461f-b80e-792b5be128b3,4,18.67,38.08,2025-10-22 14:56:07
00bbfa34-4738-4187-bed3-48ae185b754d,59,36.95,68.96,2025-10-22 14:56:24
d05833ea-ba86-4c2e-8c92-eba26cbab3bc,59,11.55,18.72,2025-10-22 14:56:36
45aa46b4-2de6-48d0-95ae-c2228cd3cbe8,76,32.45,63.23,2025-10-22 14:57:01
acca44b2-4451-40d5-a872-214d036f335a,36,45.23,81.88,2025-10-22 14:57:21
f60ec4b1-5aaa-49d6-9e85-5562a2b606b1,98,37.95,66.83,2025-10-22 14:57:39
a11b30ea-9edd-4765-b65a-65dbe300db6c,35,11.92,25.47,2025-10-22 14:57:57
b1233862-6214-4556-9c26-324fd0f845c7,29,34.66,65.55,2025-10-22 14:58:11
453a082e-1864-4ee8-bc83-c108dcffaa1e,12,10.83,23.59,2025-10-22 14:58:31
bd580e05-f7c2-4a5a-98aa-ce2ced1f8f48,47,43.63,81.65,2025-10-22 14:58:38
6b7d2982-60cd-4a5e-a712-8647536275de,40,32.29,62.31,2025-10-22 14:58:46
a1b97f2b-3e4c-469f-aca0-2a457efbd0c3,44,4.09,11.47,2025-10-22 14:59:05
dc35bcaf-3c94-42bb-aee1-dfe51ba15980,58,11.58,27.59,2025-10-22 14:59:34
63bdd8cf-3a60-42f1-903d-fd52fe1e3254,43,31.34,54.7,2025-10-22 14:59:59
ba327acc-68b3-4f66-8a5d-0f0feaea9342,2,20.78,41.97,2025-10-22 15:00:08
8cec7150-5119-4194-bbc1-ac3a46dc3818,37,46.02,83.89,2025-10-22 15:00:28
47274df3-2783-4ed3-b00b-7f89fe377a0e,32,39.51,71.4,2025-10-22 15:00:56
e270586f-e7e7-447b-a085-08728b5fff66,71,2.69,3.64,2025-10-22 15:01:22
4644b13e-4f49-4065-b6c8-e42ffa71ef7d,91,44.96,78.76,2025-10-22 15:01:32
f41fa134-cdce-403a-8dd1-9d25d779e93e,23,2.04,3.59,2025-10-22 15:01:54
f111e010-b291-4977-b0d1-cc4f95c12930,57,1.35,1.9,2025-10-22 15:02:24
326c0d7b-1aff-4ab0-bf32-00eb73596f11,2,29.24,50.82,2025-10-22 15:02:37
969dad79-06fa-4025-9fc4-7507ea6debad,99,41.34,74.87,2025-10-22 15:02:56
aaaed9df-7f6e-441f-a1f3-eacc2a6ab11c,56,39.98,69.67,2025-10-22 15:03:25
0f695538-0408-4b8a-bcd6-42726380561d,10,36.71,65.06,2025-10-22 15:03:47
351bac20-fa90-48e2-8226-ac2ac6828194,58,10.79,24.31,2025-10-22 15:03:59
1fe072eb-1a32-4891-9998-29476245f672,4,10.52,20.65,2025-10-22 15:04:25
162f509c-59a9-4802-b637-c14b6936965e,24,48.67,90.5,2025-10-22 15:04:29
d0546ab7-ff02-4ab4-b7f8-e24e15af6a78,31,38.65,74.17,2025-10-22 15:04:48
413c9ea4-aa57-480f-816f-f4ef64787712,10,28.6,57.37,2025-10-22 15:04:49
003811a3-7948-4a36-89f9-579632d19f42,13,34.9,68.04,2025-10-22 15:05:09
12bf2f56-3cdf-4a48-a8c8-0e027464e858,29,2.77,6.92,2025-10-22 15:05:16
9a44aa23-5912-4783-a891-28ab754fbbe4,65,26.21,47.15,2025-10-22 15:05:18
64e8433b-5313-4251-864b-794548501437,100,47.99,84.42,2025-10-22 15:05:25
3bc6b6ed-f6a1-4e15-9211-a37ef1846b1f,85,43.72,80.63,2025-10-22 15:05:34
5683d170-bc39-487f-90e0-8e7ba1c55b00,80,12.4,24.68,2025-10-22 15:05:37
953623c2-2a5b-4074-881b-143123ea7237,75,46.48,87.9,2025-10-22 15:06:02
4262c26e-e8c2-4c40-8743-e79f5d942287,79,1.02,1.2,2025-10-22 15:06:17
29ef9ea6-beb6-4095-bee1-2cebcc2deec5,93,39.03,71.57,2025-10-22 15:06:47
69bf634a-8be2-496f-b7df-60cea99b00d4,24,35.26,68.35,2025-10-22 15:07:17
06386b8e-6258-48dd-96a9-e5d41fbd8fc0,51,19.19,37.3,2025-10-22 15:07:38
10edecc0-c564-4b3b-8bc2-42d1f43d7199,13,35.67,67.56,2025-10-22 15:08:00
3ecddc60-c577-4312-8eda-2bd90a3cf6e3,5,3.5,6.78,2025-10-22 15:08:04
aab927e2-8818-4198-9fd6-feca3b0d6180,37,1.39,1.73,2025-10-22 15:08:11
4b406852-9426-4551-ad28-babb0cf8f863,66,47.97,88.17,2025-10-22 15:08:37
78e73780-85b8-4716-96f9-4b95a819ff1d,58,19.4,34.93,2025-10-22 15:09:07
a601e783-bd4b-4fc3-9b1e-df9f4c451531,92,11.72,21.8,2025-10-22 15:09:16
45f0a97a-87b9-428a-9159-ae3746fa8e26,38,33.89,62.18,2025-10-22 15:09:30
2268facc-b07d-400c-a82a-b9625b3ca498,80,27.21,55.96,2025-10-22 15:09:53
3340c8b4-2880-4979-b93d-cb38e08be753,76,31.39,61.99,2025-10-22 15:10:11
cde548ab-20c4-43e2-a93b-65fae5a69580,21,27.94,57.09,2025-10-22 15:10:23
e24bc1e0-fd82-4823-8218-cdb574b30a92,65,46.2,88.53,2025-10-22 15:10:27
a4aece94-77b4-4331-9c44-5386e3bff4e1,30,30.29,54.39,2025-10-22 15:10:45
e9ea0663-f271-41f5-96f7-8a1eb6b895ab,49,36.21,67.58,2025-10-22 15:11:14
15569170-929d-4ecd-8907-da5fb2d2fbdf,37,28.44,51.82,2025-10-22 15:11:35
e3fbaa64-330e-4d83-a8f8-94ec0b827235,90,44.14,86.78,2025-10-22 15:11:37
0ec86409-bdad-4ca0-b1ab-ac8eea7b66f1,36,24.91,51.77,2025-10-22 15:11:49
12df9a89-37e2-497a-ad41-e9988ea46efb,87,24.43,50.3,2025-10-22 15:11:55
15f40196-15dd-43fa-8671-1bd348e8a033,49,31.12,61.54,2025-10-22 15:12:24
1fb12419-3cb5-4130-9164-b83607e6d8fa,20,10.26,17.45,2025-10-22 15:12:37
cdb227fe-c455-48e2-8fe3-babe4e81b8b0,42,30.41,55.22,2025-10-22 15:12:55
1902745e-cac4-442e-a2ea-128bcc4fa329,15,5.97,14.1,2025-10-22 15:13:13
5bdc03a6-15f2-405a-89c3-eea35edeac87,63,40.93,74.85,2025-10-22 15:13:34
a61365c9-2dc5-413c-9616-42890fbce290,36,27.7,56.98,2025-10-22 15:13:35
4f65e894-11e8-44c5-929f-84d94b6184a8,74,8.26,19.05,2025-10-22 15:13:37
2d488180-98dc-4995-91e8-fca4091949b9,45,20.64,39.1,2025-10-22 15:13:52
6765519e-1b3b-43ae-b1dd-bb98c5c7ee83,43,22.18,45.89,2025-10-22 15:13:55
9cbd3572-1523-4248-8514-ce9c4e8016d6,67,17.77,34.73,2025-10-22 15:14:10
ab3fd0a7-9745-4f84-a9f9-9cf59210fc7a,73,45.59,84.84,2025-10-22 15:14:39
821a923b-d470-4fe1-a16f-6f31d640db21,44,29.9,51.47,2025-10-22 15:14:46
866db912-5c4b-4a64-9c44-cb872c4ea429,82,24.17,47.49,2025-10-22 15:14:51
fed7e384-4b35-40f6-9db4-f9881a2b3529,81,14.53,27.77,2025-10-22 15:14:53
a77dd2fb-2f8a-4f9c-9063-cceae5479847,51,11.27,26.23,2025-10-22 15:15:23
341f3f8a-2582-4a37-9dad-f4916e53a488,23,32.0,60.89,2025-10-22 15:15:26
71c4c20f-a3ec-4fba-a6c6-9bfaacf96d16,55,20.57,36.94,2025-10-22 15:15:49
65330f82-ee75-469e-9e6e-0d24d99c4dd5,87,16.25,34.81,2025-10-22 15:16:19
5e4d4b55-c7d5-4b4e-bef1-3439861dec41,85,47.76,86.38,2025-10-22 15:16:30
a21536b7-90dc-41a4-b792-c47ce555f6a3,21,39.94,78.44,2025-10-22 15:16:33
56307d91-4fd7-477b-a47a-1f870dee5e84,87,47.6,90.78,2025-10-22 15:16:55
f0bbc025-1435-456c-9103-b26847b21d6f,75,6.43,10.15,2025-10-22 15:17:17
204b4e63-2dd7-4be3-af9e-7791d455510c,4,13.94,28.31,2025-10-22 15:17:19
75e3f164-c4a9-4521-90e1-482578612d33,34,7.24,19.64,2025-10-22 15:17:49
89472a07-4c6a-4dba-8d62-a19c76f9344e,2,33.97,62.38,2025-10-22 15:18:08
8c8d4c66-826f-4f08-9f9c-04f1c8b2b7ab,98,26.32,46.63,2025-10-22 15:18:10
92f4efe5-36e5-4c4c-9fb9-520d4de2277e,72,23.85,44.64,2025-10-22 15:18:28
fc713448-5b10-4ea1-878f-38efb0162a4b,80,28.91,52.9,2025-10-22 15:18:45
6c9129cf-bb85-4765-9a64-4f480b30446b,90,37.41,69.07,2025-10-22 15:19:13
08a4cb43-ff98-4cd1-819c-25d02fc3ab4b,40,11.65,20.59,2025-10-22 15:19:28
cfaf3e5f-7e63-4a05-bdee-9dde8e953c46,85,35.02,70.23,2025-10-22 15:19:58
5bcabb5e-6a75-4561-be79-ab8f7402435e,69,3.41,12.68,2025-10-22 15:20:14
716ef6a8-f6db-4ac7-b273-d23b97a8c251,68,40.6,75.36,2025-10-22 15:20:38
5bf6d0e0-8640-4625-9cd7-de683ff08cb2,23,9.83,19.72,2025-10-22 15:20:45
729927a7-e307-4a01-8d6e-ea0555185824,71,14.97,28.07,2025-10-22 15:21:13
84585c1f-22f8-4a13-b5d0-2647ec8e63e9,64,1.86,5.27,2025-10-22 15:21:35
cf846524-4e87-4ee2-819c-e26d2f9fe9cb,88,26.35,49.31,2025-10-22 15:21:39
9708ce2f-7bfc-4fb7-aa55-dd76183feee3,34,44.45,77.71,2025-10-22 15:21:44
12708176-0639-447f-b1f1-82d6178464aa,9,19.99,41.77,2025-10-22 15:22:00
c10eb8ce-ca2b-450f-b375-004bf99dc882,88,19.2,33.37,2025-10-22 15:22:29
28ec5021-c50b-4890-af0e-8b991b17a869,37,44.64,87.6,2025-10-22 15:22:42
148225f3-99d5-439f-a04b-3fe814e2a7f7,53,8.61,15.69,2025-10-22 15:22:57
11a2c145-ae7d-47da-b4e1-ac26881f3bb1,80,31.78,55.07,2025-10-22 15:23:01
2b7ae155-3520-421f-bd3b-fbf74f038323,3,15.05,29.13,2025-10-22 15:23:16
85e4efba-8d72-4e03-b2b4-b0dc5489bbfe,97,47.69,86.14,2025-10-22 15:23:38
1941687f-5860-4ac7-a3ae-b4d93cb53e62,44,41.44,74.7,2025-10-22 15:23:58
bad3f03b-a93d-4d20-b55b-ad03ae8f385c,49,5.7,16.37,2025-10-22 15:24:24
6dcbf39b-fc0d-4679-93ab-c393eabec266,25,14.1,30.98,2025-10-22 15:24:33
777cc335-f780-4a48-939f-aa4f479768fd,90,12.35,21.69,2025-10-22 15:24:48
bd271053-10cf-4dcb-89d9-b8ab0732ea7c,83,30.81,53.37,2025-10-22 15:25:17
fbc14afa-0d6d-40db-bf64-7d8da3101f36,98,34.49,62.84,2025-10-22 15:25:30
4392eedc-d134-4b2e-8780-5340f47667d2,58,22.6,41.42,2025-10-22 15:25:57
9f86c712-e44e-4288-9182-d95f727427f5,54,6.09,9.54,2025-10-22 15:26:14
dc22296b-083c-4a39-b083-9522db463267,47,19.99,42.88,2025-10-22 15:26:31
e12d0a92-a171-4ef9-86fe-ed996ffad582,41,34.77,68.3,2025-10-22 15:26:40
ff23fdff-1a3c-421b-9a9d-23100d3b9645,76,22.83,42.59,2025-10-22 15:26:46
185e9125-2fcc-4382-878f-7687cf9402ac,26,30.76,53.69,2025-10-22 15:26:53
332ea8ba-c1b2-41f1-9253-329eee6e20b9,72,39.29,76.07,2025-10-22 15:27:22
0429a6ff-c7e8-4031-879b-92a7b26bc0b4,39,11.71,25.22,2025-10-22 15:27:44
2eec3979-5d23-4ce1-bbaa-f388dd9b13c2,47,46.48,88.01,2025-10-22 15:28:07
654faead-7d4b-46a7-9adb-8b05aea5c82a,92,28.88,49.58,2025-10-22 15:28:24
29359593-d587-486e-82e0-43dad3f8bb58,86,8.57,13.71,2025-10-22 15:28:36
f2cb8169-c1b7-4ef2-9930-04e461b1777c,24,9.83,18.48,2025-10-22 15:28:41
70431eff-e57c-45ab-905d-364334249168,79,35.25,62.17,2025-10-22 15:29:01
3330e9bb-4079-493c-96bc-a4417ffb9fbc,6,46.83,89.17,2025-10-22 15:29:18
80759cb5-33a5-4461-81a2-15b467870868,92,39.74,69.84,2025-10-22 15:29:38
926c4e70-95cb-4b55-9c64-68d1113ff3ee,20,13.89,23.62,2025-10-22 15:29:42
4b053178-c171-467b-8caf-c3109eeec532,68,44.71,83.46,2025-10-22 15:30:09
3d1264ce-fc4a-4acd-9b31-ba3d0e746de9,81,5.74,10.54,2025-10-22 15:30:14
f007dc2d-a30b-417c-b489-258bbe9e6bd3,60,7.49,14.94,2025-10-22 15:30:43
657d36bd-059b-47cb-91cb-c9db2802184a,54,12.16,20.46,2025-10-22 15:30:47
fd0c1219-9479-4759-abff-47492a4e8106,41,7.28,11.34,2025-10-22 15:31:06
1f13f687-8fcf-4495-ac5a-d655ad92fe5e,58,22.74,38.6,2025-10-22 15:31:22
9bc68184-8da8-4698-8646-97e3cf95cab3,73,22.55,43.46,2025-10-22 15:31:25
0dc9f5c8-9af3-435f-9405-2405a6e8c159,86,32.82,65.19,2025-10-22 15:31:52
a71606a2-7c54-4524-8849-5b1e840f4a83,60,15.28,26.91,2025-10-22 15:32:19
44633c6c-0e9d-4816-8a27-af341916e05d,92,8.7,21.3,2025-10-22 15:32:27
41a60069-c057-4938-87eb-6afb99c8eca8,82,49.63,95.69,2025-10-22 15:32:47
e9a4c095-807d-45cf-9ab9-008bc732a5cb,41,23.03,45.05,2025-10-22 15:32:56
6e3b35b0-c8b9-42fb-9b42-6a8219b066fc,58,49.88,88.4,2025-10-22 15:32:58
21a6efff-5a26-418f-8ebd-5b11caa3736b,53,20.54,40.97,2025-10-22 15:33:16
b8b3b3ae-2cd1-4b2a-bbea-2772110fbb79,30,8.52,20.94,2025-10-22 15:33:23
ec0c0aed-6172-421a-8c65-faa40ab7b1f1,96,5.82,15.76,2025-10-22 15:33:42
790abe38-e845-4b3e-a881-64bc82390272,46,11.35,21.25,2025-10-22 15:34:01
5599ee28-9ed9-436b-894c-8a4d9ddbab58,93,18.73,38.3,2025-10-22 15:34:11
a3a2ae91-9379-4f77-8653-daec5150df10,16,16.99,31.1,2025-10-22 15:34:17
2b79a2bc-b878-461d-bb55-e533934965b4,17,40.28,73.73,2025-10-22 15:34:46
55633b7b-25f3-4b4a-ac1e-eb462b4c6668,65,25.18,46.47,2025-10-22 15:35:04
f77eadfb-3bf0-4230-baf2-a0537d70a396,45,29.86,55.6,2025-10-22 15:35:09
2e268bb0-603b-4e75-9360-944777ffe5d2,47,19.39,32.7,2025-10-22 15:35:34
01e47c68-27f1-4324-84ab-8665afe03c90,93,40.56,73.97,2025-10-22 15:35:35
b02453e8-564f-4dbe-81e4-b8f1ec3dc6e8,22,40.09,74.56,2025-10-22 15:36:03
c8f30af6-7149-46f5-b857-b02eeb393c38,36,15.7,28.78,2025-10-22 15:36:14
ffeb116d-6921-4b41-879b-fc0fd3d3c318,72,29.24,53.56,2025-10-22 15:36:28
cdaa6b19-2ed9-4fab-8d43-41f7e0d0359a,67,12.78,30.12,2025-10-22 15:36:52
28fd4a81-80b7-4ec4-ba1c-25464921725e,60,27.46,49.86,2025-10-22 15:36:57
08b7876a-85fc-4bbb-8b7d-ded677d9a7a1,89,18.75,36.08,2025-10-22 15:37:18
250167c6-54fc-480e-b1ed-e97f620c0ef0,52,12.72,22.43,2025-10-22 15:37:29
199254f2-c848-4e93-9195-736dd6bd1906,30,21.43,36.31,2025-10-22 15:37:37
85d7f266-45d5-41d5-997e-fea270e4ee05,53,11.3,24.55,2025-10-22 15:37:51
dfbdd547-c2ba-447d-83b0-9ea98f1b3e56,12,42.29,80.0,2025-10-22 15:38:19
5240ead4-db1d-4004-9e83-f73af8acbb96,43,44.35,80.59,2025-10-22 15:38:25
27db20c3-3c01-4a76-b26b-46f498f5dc32,90,22.78,38.64,2025-10-22 15:38:46
a32eab37-4ae2-493d-9e61-ec5d2e38e056,54,38.78,67.35,2025-10-22 15:39:15
20ed8d1e-2c00-4b13-b96c-9c7acb5f131d,79,41.35,80.82,2025-10-22 15:39:34
19de52a4-9e1a-4bbb-b86a-7327239d4247,84,42.34,79.17,2025-10-22 15:39:37
9242b98c-31c0-4b2e-be61-61ccf2a6db02,14,35.88,63.25,2025-10-22 15:40:00
310c10b5-79fd-4804-a37f-cd037dbb92bd,1,46.32,88.07,2025-10-22 15:40:25
2caf01ae-d207-4cf5-a197-d25eb950c098,31,20.56,40.36,2025-10-22 15:40:31
ff49ae5a-815d-45c8-86e8-7662de938c1d,45,23.93,46.5,2025-10-22 15:40:50
8399d8b8-a54d-4704-aa65-3fc15823b959,39,1.47,2.58,2025-10-22 15:41:02
156152d4-9373-4bf0-bf08-1a4ed8591388,89,1.99,2.02,2025-10-22 15:41:19
da0c9fe9-8106-4a60-9014-c60dc68fa2d8,18,13.47,27.52,2025-10-22 15:41:44
030ff24a-b09b-42f4-a617-76fec330fc1a,47,21.88,40.13,2025-10-22 15:41:55
66ca39e3-2660-472b-ad5e-0da25081d9db,9,49.92,93.93,2025-10-22 15:42:10
a56d0223-8878-499f-93c4-8cba24d89ee0,3,46.11,86.36,2025-10-22 15:42:26
b064144f-2210-4712-8df7-f6e30f42cb96,35,22.74,43.67,2025-10-22 15:42:29
f4e0a663-bd58-4c75-99f7-4b0b5adf78e0,88,33.92,63.19,2025-10-22 15:42:40
d872e30b-4282-441d-b18a-ce40ed858c93,42,24.98,50.62,2025-10-22 15:43:04
d072d9d8-20f6-49bd-8a61-68eef501eb3c,41,35.62,62.92,2025-10-22 15:43:33
5b1be454-3af2-46f8-94b6-1cba3969b014,87,24.26,49.84,2025-10-22 15:43:42
6d086fbd-53f1-48bd-9a0e-9eb3301736b5,23,45.14,79.03,2025-10-22 15:44:03
8a953c6b-5328-4e26-803a-69e43db62ecb,39,25.61,52.98,2025-10-22 15:44:18
6526802e-495f-4399-b807-238b57420947,22,12.82,27.38,2025-10-22 15:44:39
6370c6e8-3f37-43df-a16d-c7c934b3e7c9,71,36.77,67.34,2025-10-22 15:45:06
f060ce41-3cf0-4851-8825-bf244e7bf8db,67,41.52,79.6,2025-10-22 15:45:07
